resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
2724,118,350,6,2.0,6,,R,18,0.0,37,,,,,,,13
2725,118,255,79,42.0,12,,R,19,0.0,26,,,,,,,9
2726,118,330,6,4.0,1,,R,20,0.0,16,,,,,,,9
2727,118,392,78,38.0,0,,W,21,0.0,0,,,,,,,39
2728,118,318,56,64.0,0,,F,22,0.0,0,,,,,,,60
2729,118,397,73,50.0,0,,F,23,0.0,0,,,,,,,60
2730,118,374,86,34.0,0,,F,24,0.0,0,,,,,,,60
2731,118,266,54,28.0,0,,F,25,0.0,0,,,,,,,60
2732,118,400,57,62.0,0,,F,26,0.0,0,,,,,,,60
2733,118,98,71,46.0,0,,F,27,0.0,0,,,,,,,60
2734,118,380,89,44.0,0,,F,28,0.0,0,,,,,,,60
2735,118,394,54,26.0,0,,W,29,0.0,0,,,,,,,39
2736,118,286,86,36.0,0,,W,30,0.0,0,,,,,,,39
2737,119,271,33,1.0,1,1.0,1,1,9.0,110,2:19:22.1,8362100.0,,,,,1
2738,119,329,33,2.0,4,2.0,2,2,6.0,110,+34.3,8396400.0,,,,,1
2739,119,339,71,8.0,2,3.0,3,3,4.0,109,,,,,,,15
2740,119,229,81,5.0,5,4.0,4,4,3.0,108,,,,,,,2
2741,119,350,6,24.0,9,5.0,5,5,2.0,106,,,,,,,28
2742,119,266,54,12.0,19,6.0,6,6,1.0,99,,,,,,,22
2743,119,401,90,21.0,21,7.0,7,7,0.0,88,,,,,,,46
2744,119,251,56,11.0,12,8.0,8,8,0.0,85,,,,,,,81
2745,119,330,6,23.0,3,9.0,9,9,0.0,82,,,,,,,9
2746,119,346,79,16.0,16,10.0,10,10,0.0,76,,,,,,,13
2747,119,288,56,3.0,11,11.0,11,11,0.0,74,,,,,,,34
2748,119,369,79,14.0,14,,R,12,0.0,56,,,,,,,13
2749,119,354,56,4.0,10,,R,13,0.0,44,,,,,,,41
2750,119,95,79,18.0,17,,R,14,0.0,44,,,,,,,13
2751,119,304,81,6.0,6,,R,15,0.0,42,,,,,,,69
2752,119,402,71,10.0,13,,R,16,0.0,36,,,,,,,9
2753,119,316,71,9.0,7,,R,17,0.0,24,,,,,,,59
2754,119,255,78,17.0,8,,R,18,0.0,14,,,,,,,9
2755,119,364,79,22.0,18,,R,19,0.0,6,,,,,,,36
2756,119,284,85,25.0,15,,R,20,0.0,4,,,,,,,31
2757,119,351,85,26.0,20,,R,21,0.0,0,,,,,,,31
2758,119,365,71,7.0,0,,W,22,0.0,0,,,,,,,39
2759,119,302,79,15.0,0,,W,23,0.0,0,,,,,,,39
2760,119,403,90,19.0,0,,W,24,0.0,0,,,,,,,39
2761,120,339,71,8.0,1,1.0,1,1,9.0,65,2:09:52.1,7792100.0,,,,,1
2762,120,229,81,5.0,10,2.0,2,2,6.0,65,+1:41.1,7893200.0,,,,,1
2763,120,329,33,2.0,5,3.0,3,3,4.0,65,+1:54.7,7906800.0,,,,,1
2764,120,271,33,1.0,3,4.0,4,4,3.0,64,,,,,,,15
2765,120,251,56,11.0,8,5.0,5,5,2.0,62,,,,,,,3
2766,120,304,81,6.0,4,6.0,6,6,1.0,62,,,,,,,3
2767,120,364,79,22.0,16,7.0,7,7,0.0,61,,,,,,,28
2768,120,346,79,16.0,15,8.0,8,8,0.0,61,,,,,,,28
2769,120,369,79,14.0,9,9.0,9,9,0.0,59,,,,,,,5
2770,120,266,54,12.0,18,10.0,10,10,0.0,58,,,,,,,29
2771,120,404,33,13.0,11,11.0,11,11,0.0,57,,,,,,,9
2772,120,284,85,25.0,17,,R,12,0.0,46,,,,,,,30
2773,120,350,6,24.0,7,,R,13,0.0,36,,,,,,,41
2774,120,288,56,3.0,6,,R,14,0.0,30,,,,,,,9
2775,120,402,71,10.0,20,,R,15,0.0,26,,,,,,,30
2776,120,255,78,17.0,14,,R,16,0.0,23,,,,,,,30
2777,120,330,6,23.0,2,,D,17,0.0,19,,,,,,,57
2778,120,316,71,9.0,12,,R,18,0.0,19,,,,,,,9
2779,120,351,85,26.0,21,,R,19,0.0,12,,,,,,,9
2780,120,392,79,18.0,19,,R,20,0.0,9,,,,,,,13
2781,120,354,56,4.0,13,,R,21,0.0,7,,,,,,,9
2782,120,405,56,20.0,0,,W,22,0.0,0,,,,,,,39
2783,120,365,55,7.0,0,,W,23,0.0,0,,,,,,,39
2784,120,302,79,15.0,0,,W,24,0.0,0,,,,,,,39
2785,120,406,71,19.0,0,,W,25,0.0,0,,,,,,,39
2786,121,339,71,1.0,1,1.0,1,1,9.0,85,2:10:36.9,7836900.0,,,,,1
2787,121,304,81,9.0,3,2.0,2,2,6.0,85,+1:06.8,7903700.0,,,,,1
2788,121,271,33,5.0,6,3.0,3,3,4.0,84,,,,,,,15
2789,121,288,56,10.0,9,4.0,4,4,3.0,84,,,,,,,15
2790,121,350,6,4.0,5,5.0,5,5,2.0,84,,,,,,,15
2791,121,251,56,12.0,11,6.0,6,6,1.0,83,,,,,,,2
2792,121,354,56,11.0,10,7.0,7,7,0.0,82,,,,,,,3
2793,121,316,71,2.0,8,8.0,8,8,0.0,81,,,,,,,28
2794,121,384,56,19.0,13,9.0,9,9,0.0,80,,,,,,,4
2795,121,266,54,14.0,20,10.0,10,10,0.0,79,,,,,,,5
2796,121,387,83,16.0,18,11.0,11,11,0.0,78,,,,,,,29
2797,121,407,57,23.0,19,12.0,12,12,0.0,77,,,,,,,20
2798,121,229,81,8.0,2,13.0,13,13,0.0,70,,,,,,,17
2799,121,408,91,21.0,15,14.0,14,14,0.0,66,,,,,,,45
2800,121,409,1,18.0,16,,R,15,0.0,53,,,,,,,13
2801,121,410,81,22.0,14,,R,16,0.0,49,,,,,,,12
2802,121,330,6,3.0,4,,R,17,0.0,43,,,,,,,9
2803,121,329,33,6.0,7,,R,18,0.0,43,,,,,,,49
2804,121,386,71,7.0,12,,R,19,0.0,3,,,,,,,9
2805,121,391,83,20.0,17,,R,20,0.0,2,,,,,,,49
2806,121,411,79,15.0,0,,W,21,0.0,0,,,,,,,17
2807,121,383,71,17.0,0,,W,22,0.0,0,,,,,,,39
2808,121,395,78,,0,,W,23,0.0,0,,,,,,,39
2809,122,271,33,8.0,3,1.0,1,1,9.0,100,2:41:19.5,9679500.0,,,,,1
2810,122,329,33,7.0,8,2.0,2,2,6.0,99,,,,,,,15
2811,122,372,71,11.0,6,3.0,3,3,4.0,97,,,,,,,3
2812,122,339,71,12.0,1,4.0,4,4,3.0,96,,,,,,,9
2813,122,251,56,19.0,11,5.0,5,5,2.0,96,,,,,,,28
2814,122,395,79,18.0,15,6.0,6,6,1.0,96,,,,,,,28
2815,122,396,92,16.0,12,7.0,7,7,0.0,86,,,,,,,13
2816,122,369,79,24.0,16,8.0,8,8,0.0,78,,,,,,,46
2817,122,284,56,9.0,9,9.0,9,9,0.0,70,,,,,,,30
2818,122,350,6,20.0,7,10.0,10,10,0.0,68,,,,,,,13
2819,122,304,92,6.0,5,,R,11,0.0,62,,,,,,,13
2820,122,29,33,4.0,13,,R,12,0.0,53,,,,,,,33
2821,122,229,92,5.0,2,,R,13,0.0,29,,,,,,,66
2822,122,288,56,10.0,10,,R,14,0.0,17,,,,,,,58
2823,122,330,6,21.0,4,,R,15,0.0,15,,,,,,,13
2824,122,316,87,15.0,14,,R,16,0.0,8,,,,,,,50
2825,122,392,79,17.0,0,,F,17,0.0,0,,,,,,,60
2826,122,412,79,2.0,0,,F,18,0.0,0,,,,,,,60
2827,122,352,79,3.0,0,,F,19,0.0,0,,,,,,,60
2828,122,302,79,14.0,0,,W,20,0.0,0,,,,,,,39
2829,122,98,86,1.0,0,,W,21,0.0,0,,,,,,,39
2830,122,351,33,22.0,0,,W,22,0.0,0,,,,,,,39
2831,122,354,33,23.0,0,,W,23,0.0,0,,,,,,,39
2832,123,339,71,18.0,2,1.0,1,1,9.0,80,2:07:35.4,7655400.0,,,,,1
2833,123,330,6,2.0,4,2.0,2,2,6.0,80,+53.6,7709000.0,,,,,1
2834,123,372,71,20.0,6,3.0,3,3,4.0,79,,,,,,,15
2835,123,271,33,6.0,3,4.0,4,4,3.0,79,,,,,,,15
2836,123,392,79,10.0,13,5.0,5,5,2.0,79,,,,,,,15
2837,123,396,92,34.0,11,6.0,6,6,1.0,78,,,,,,,2
2838,123,288,56,24.0,5,7.0,7,7,0.0,78,,,,,,,2
2839,123,284,56,22.0,9,8.0,8,8,0.0,76,,,,,,,28
2840,123,251,93,26.0,12,9.0,9,9,0.0,76,,,,,,,28
2841,123,351,33,32.0,16,10.0,10,10,0.0,74,,,,,,,5
2842,123,329,33,8.0,8,11.0,11,11,0.0,64,,,,,,,26
2843,123,395,79,12.0,14,12.0,12,12,0.0,57,,,,,,,53
2844,123,369,93,36.0,18,13.0,13,13,0.0,55,,,,,,,81
2845,123,229,92,14.0,7,,R,14,0.0,44,,,,,,,41
2846,123,304,92,16.0,1,,R,15,0.0,23,,,,,,,51
2847,123,350,6,4.0,10,,R,16,0.0,20,,,,,,,41
2848,123,266,54,28.0,17,,R,17,0.0,8,,,,,,,9
2849,123,354,33,30.0,0,,W,18,0.0,0,,,,,,,17
2850,124,339,71,23.0,6,1.0,1,1,9.0,32,2:06:40.5,7600500.0,,,,,1
2851,124,288,56,20.0,7,2.0,2,2,6.0,32,+3.4,7603900.0,,,,,1
2852,124,229,92,14.0,3,3.0,3,3,4.0,32,+48.1,7648600.0,,,,,1
2853,124,329,33,2.0,8,4.0,4,4,3.0,32,+1:58.6,7719100.0,,,,,1
2854,124,271,33,1.0,2,5.0,5,5,2.0,31,,,,,,,34
2855,124,304,92,15.0,1,6.0,6,6,1.0,31,,,,,,,8
2856,124,316,87,4.0,12,7.0,7,7,0.0,31,,,,,,,15
2857,124,351,33,6.0,17,8.0,8,8,0.0,31,,,,,,,15
2858,124,372,71,24.0,4,9.0,9,9,0.0,28,,,,,,,33
2859,124,302,87,3.0,16,10.0,10,10,0.0,28,,,,,,,28
2860,124,412,71,29.0,10,,D,11,0.0,28,,,,,,,57
2861,124,369,92,17.0,13,,R,12,0.0,14,,,,,,,9
2862,124,284,56,21.0,15,,R,13,0.0,13,,,,,,,9
2863,124,350,6,11.0,9,,R,14,0.0,12,,,,,,,9
2864,124,98,86,28.0,20,,R,15,0.0,11,,,,,,,9
2865,124,251,92,16.0,14,,R,16,0.0,8,,,,,,,82
2866,124,330,6,10.0,5,,R,17,0.0,4,,,,,,,9
2867,124,392,79,27.0,11,,R,18,0.0,3,,,,,,,9
2868,125,304,92,22.0,2,1.0,1,1,9.0,57,2:07:49.1,7669100.0,,,,,1
2869,125,271,33,8.0,6,2.0,2,2,6.0,57,+24.1,7693200.0,,,,,1
2870,125,229,92,20.0,5,3.0,3,3,4.0,57,+24.9,7694000.0,,,,,1
2871,125,372,71,4.0,4,4.0,4,4,3.0,57,+1:10.6,7739700.0,,,,,1
2872,125,329,33,10.0,9,5.0,5,5,2.0,57,+2:12.1,7801200.0,,,,,1
2873,125,288,56,12.0,7,6.0,6,6,1.0,56,,,,,,,15
2874,125,284,56,14.0,10,7.0,7,7,0.0,56,,,,,,,15
2875,125,395,79,36.0,13,8.0,8,8,0.0,56,,,,,,,15
2876,125,350,6,26.0,8,9.0,9,9,0.0,55,,,,,,,2
2877,125,392,79,34.0,14,10.0,10,10,0.0,53,,,,,,,28
2878,125,29,33,28.0,16,11.0,11,11,0.0,52,,,,,,,4
2879,125,396,92,32.0,15,12.0,12,12,0.0,50,,,,,,,29
2880,125,302,87,16.0,11,,R,13,0.0,32,,,,,,,17
2881,125,339,71,2.0,1,,R,14,0.0,31,,,,,,,9
2882,125,330,6,24.0,3,,R,15,0.0,6,,,,,,,9
2883,125,316,87,18.0,12,,R,16,0.0,6,,,,,,,17
2884,125,369,93,30.0,17,,R,17,0.0,4,,,,,,,11
2885,126,339,71,1.0,1,1.0,1,1,9.0,80,2:15:07.0,8107000.0,,,,,1
2886,126,271,33,3.0,2,2.0,2,2,6.0,80,+2.8,8109800.0,,,,,1
2887,126,330,6,7.0,5,3.0,3,3,4.0,80,+1:20.6,8187600.0,,,,,1
2888,126,229,92,5.0,4,4.0,4,4,3.0,79,,,,,,,15
2889,126,350,6,8.0,8,5.0,5,5,2.0,78,,,,,,,2
2890,126,284,56,10.0,15,6.0,6,6,1.0,78,,,,,,,2
2891,126,396,92,19.0,7,7.0,7,7,0.0,78,,,,,,,2
2892,126,329,33,4.0,14,8.0,8,8,0.0,77,,,,,,,3
2893,126,399,71,2.0,13,9.0,9,9,0.0,77,,,,,,,3
2894,126,302,87,11.0,10,10.0,10,10,0.0,77,,,,,,,3
2895,126,369,93,20.0,16,11.0,11,11,0.0,76,,,,,,,28
2896,126,351,33,18.0,21,12.0,12,12,0.0,76,,,,,,,28
2897,126,304,92,6.0,3,13.0,13,13,0.0,75,,,,,,,4
2898,126,413,56,22.0,20,14.0,14,14,0.0,56,,,,,,,62
2899,126,251,93,16.0,9,,R,15,0.0,45,,,,,,,37
2900,126,412,79,24.0,22,,R,16,0.0,43,,,,,,,53
2901,126,354,33,17.0,17,,R,17,0.0,38,,,,,,,13
2902,126,397,93,23.0,23,,R,18,0.0,37,,,,,,,17
2903,126,316,79,12.0,18,,R,19,0.0,23,,,,,,,82
2904,126,395,79,14.0,12,,R,20,0.0,17,,,,,,,32
2905,126,392,79,15.0,11,,R,21,0.0,9,,,,,,,11
2906,126,288,56,9.0,6,,R,22,0.0,7,,,,,,,13
2907,126,414,94,26.0,19,,R,23,0.0,0,,,,,,,17
2908,126,29,33,25.0,25,,F,24,0.0,0,,,,,,,60
2909,126,415,33,21.0,24,,W,25,0.0,0,,,,,,,39
2910,127,330,6,7.0,1,1.0,1,1,9.0,15,2:12:04.8,7924800.0,,,,,1
2911,127,271,33,3.0,5,2.0,2,2,6.0,15,+1:15.6,8000400.0,,,,,1
2912,127,350,6,8.0,4,3.0,3,3,4.0,15,+4:52.8,8217600.0,,,,,1
2913,127,369,93,19.0,10,4.0,4,4,3.0,15,+5:23.1,8247900.0,,,,,1
2914,127,29,33,22.0,14,5.0,5,5,2.0,14,,,,,,,78
2915,127,354,33,26.0,16,6.0,6,6,1.0,14,,,,,,,15
2916,127,329,33,4.0,11,7.0,7,7,0.0,14,,,,,,,15
2917,127,399,71,2.0,17,8.0,8,8,0.0,14,,,,,,,15
2918,127,394,71,23.0,19,9.0,9,9,0.0,14,,,,,,,15
2919,127,304,92,5.0,3,10.0,10,10,0.0,14,,,,,,,15
2920,127,392,79,14.0,9,11.0,11,11,0.0,12,,,,,,,30
2921,127,229,92,6.0,6,12.0,12,12,0.0,11,,,,,,,53
2922,127,416,95,20.0,22,13.0,13,13,0.0,11,,,,,,,17
2923,127,412,79,27.0,18,14.0,14,14,0.0,10,,,,,,,17
2924,127,339,71,1.0,2,,R,15,0.0,7,,,,,,,9
2925,127,288,56,9.0,7,,R,16,0.0,4,,,,,,,9
2926,127,396,92,16.0,15,,R,17,0.0,4,,,,,,,30
2927,127,182,56,12.0,20,,R,18,0.0,3,,,,,,,11
2928,127,351,33,18.0,21,,R,19,0.0,2,,,,,,,63
2929,127,284,56,10.0,8,,R,20,0.0,1,,,,,,,9
2930,127,251,93,11.0,12,,R,21,0.0,0,,,,,,,59
2931,127,395,79,15.0,13,,R,22,0.0,0,,,,,,,9
2932,127,98,86,28.0,0,,F,23,0.0,0,,,,,,,60
2933,128,350,6,8.0,7,1.0,1,1,9.0,105,2:06:18.23,7578230.0,,,,,1
2934,128,329,33,4.0,5,2.0,2,2,6.0,105,+6.18,7584410.0,,,,,1
2935,128,396,92,22.0,14,3.0,3,3,4.0,102,,,,,,,3
2936,128,354,33,19.0,19,4.0,4,4,3.0,102,,,,,,,3
2937,128,302,87,14.0,11,5.0,5,5,2.0,102,,,,,,,3
2938,128,251,92,11.0,10,6.0,6,6,1.0,101,,,,,,,28
2939,128,351,33,18.0,15,7.0,7,7,0.0,96,,,,,,,47
2940,128,395,79,17.0,18,8.0,8,8,0.0,95,,,,,,,21
2941,128,229,92,6.0,6,9.0,9,9,0.0,76,,,,,,,83
2942,128,417,93,12.0,13,,R,10,0.0,58,,,,,,,51
2943,128,284,56,10.0,20,,R,11,0.0,58,,,,,,,17
2944,128,304,92,5.0,4,,R,12,0.0,47,,,,,,,30
2945,128,288,56,9.0,9,,R,13,0.0,43,,,,,,,9
2946,128,399,71,2.0,8,,R,14,0.0,41,,,,,,,49
2947,128,339,71,1.0,3,,R,15,0.0,40,,,,,,,49
2948,128,316,87,15.0,16,,R,16,0.0,21,,,,,,,30
2949,128,369,93,20.0,12,,R,17,0.0,18,,,,,,,17
2950,128,330,6,7.0,2,,R,18,0.0,9,,,,,,,30
2951,128,392,71,16.0,17,,R,19,0.0,7,,,,,,,9
2952,128,271,33,3.0,1,,R,20,0.0,5,,,,,,,72
2953,129,330,6,2.0,1,1.0,1,1,9.0,78,2:10:51.8,7851800.0,,,,,1
2954,129,288,56,26.0,5,2.0,2,2,6.0,78,+1:06.0,7917800.0,,,,,1
2955,129,350,6,4.0,7,3.0,3,3,4.0,77,,,,,,,15
2956,129,329,33,20.0,9,4.0,4,4,3.0,77,,,,,,,15
2957,129,302,87,46.0,13,5.0,5,5,2.0,77,,,,,,,15
2958,129,399,71,10.0,8,6.0,6,6,1.0,77,,,,,,,15
2959,129,369,93,12.0,6,7.0,7,7,0.0,77,,,,,,,15
2960,129,351,33,30.0,15,8.0,8,8,0.0,77,,,,,,,15
2961,129,393,6,6.0,16,9.0,9,9,0.0,77,,,,,,,15
2962,129,304,92,16.0,2,10.0,10,10,0.0,75,,,,,,,3
2963,129,396,92,22.0,14,11.0,11,11,0.0,75,,,,,,,3
2964,129,251,92,34.0,12,12.0,12,12,0.0,74,,,,,,,28
2965,129,412,79,38.0,18,13.0,13,13,0.0,72,,,,,,,5
2966,129,229,92,14.0,11,14.0,14,14,0.0,59,,,,,,,9
2967,129,339,71,8.0,4,15.0,15,15,0.0,28,,,,,,,9
2968,129,318,96,50.0,19,,R,16,0.0,25,,,,,,,41
2969,129,29,33,48.0,21,,R,17,0.0,22,,,,,,,66
2970,129,416,95,28.0,10,,R,18,0.0,13,,,,,,,37
2971,129,395,79,40.0,17,,R,19,0.0,5,,,,,,,9
2972,129,271,33,18.0,3,,R,20,0.0,0,,,,,,,11
2973,129,316,87,44.0,0,,F,21,0.0,0,,,,,,,60
2974,129,418,93,36.0,0,,F,22,0.0,0,,,,,,,60
2975,129,384,56,24.0,0,,F,23,0.0,0,,,,,,,60
2976,129,397,93,56.0,0,,F,24,0.0,0,,,,,,,60
2977,130,271,33,3.0,4,1.0,1,1,9.0,110,2:16:38.0,8198000.0,,,,,1
2978,130,330,6,7.0,2,2.0,2,2,6.0,110,+30.5,8228500.0,,,,,1
2979,130,369,93,22.0,12,3.0,3,3,4.0,109,,,,,,,15
2980,130,329,33,4.0,13,4.0,4,4,3.0,107,,,,,,,3
2981,130,365,71,17.0,17,5.0,5,5,2.0,107,,,,,,,3
2982,130,316,87,12.0,15,6.0,6,6,1.0,106,,,,,,,28
2983,130,339,71,1.0,1,7.0,7,7,0.0,102,,,,,,,8
2984,130,395,79,14.0,15,8.0,8,8,0.0,101,,,,,,,32
2985,130,304,92,6.0,3,,R,9,0.0,69,,,,,,,12
2986,130,364,93,23.0,18,,N,10,0.0,65,,,,,,,7
2987,130,350,6,8.0,8,,R,11,0.0,58,,,,,,,9
2988,130,399,71,2.0,1,,R,12,0.0,54,,,,,,,66
2989,130,339,71,2.0,1,,R,12,0.0,54,,,,,,,66
2990,130,416,95,25.0,14,,R,13,0.0,50,,,,,,,33
2991,130,392,79,15.0,11,,R,14,0.0,47,,,,,,,9
2992,130,251,92,16.0,9,,R,15,0.0,37,,,,,,,48
2993,130,288,56,9.0,5,,R,16,0.0,27,,,,,,,9
2994,130,229,92,5.0,7,,R,17,0.0,14,,,,,,,9
2995,130,284,56,10.0,19,,R,18,0.0,4,,,,,,,41
2996,130,302,87,11.0,10,,R,19,0.0,2,,,,,,,13
2997,131,304,92,6.0,2,1.0,1,1,9.0,65,2:09:50.32,7790320.0,,,,,1
2998,131,330,6,7.0,4,2.0,2,2,6.0,65,+1:08.94,7859260.0,,,,,1
2999,131,350,6,8.0,3,3.0,3,3,4.0,65,+1:09.63,7859950.0,,,,,1
3000,131,399,71,2.0,5,4.0,4,4,3.0,65,+1:21.86,7872180.0,,,,,1
3001,131,339,71,1.0,1,5.0,5,5,2.0,64,,,,,,,9
3002,131,402,6,18.0,9,6.0,6,6,1.0,64,,,,,,,15
3003,131,288,56,9.0,10,7.0,7,7,0.0,64,,,,,,,15
3004,131,329,33,4.0,11,8.0,8,8,0.0,64,,,,,,,15
3005,131,284,56,10.0,15,9.0,9,9,0.0,63,,,,,,,9
3006,131,404,71,17.0,14,10.0,10,10,0.0,63,,,,,,,2
3007,131,271,33,3.0,6,11.0,11,11,0.0,63,,,,,,,2
3008,131,302,87,11.0,16,12.0,12,12,0.0,61,,,,,,,28
3009,131,364,93,23.0,19,13.0,13,13,0.0,60,,,,,,,4
3010,131,392,79,15.0,12,,R,14,0.0,46,,,,,,,13
3011,131,229,92,5.0,7,,R,15,0.0,44,,,,,,,59
3012,131,395,79,14.0,17,,R,16,0.0,12,,,,,,,33
3013,131,369,93,22.0,13,,R,17,0.0,11,,,,,,,34
3014,131,251,92,16.0,8,,R,18,0.0,9,,,,,,,30
3015,131,316,87,12.0,18,,R,19,0.0,6,,,,,,,33
3016,132,339,71,5.0,1,1.0,1,1,9.0,85,2:06:46.0,7606000.0,,,,,1
3017,132,330,6,1.0,2,2.0,2,2,6.0,85,+29.0,7635000.0,,,,,1
3018,132,271,33,3.0,5,3.0,3,3,4.0,85,+31.8,7637800.0,,,,,1
3019,132,399,71,6.0,4,4.0,4,4,3.0,85,+54.4,7660400.0,,,,,1
3020,132,288,56,9.0,8,5.0,5,5,2.0,84,,,,,,,15
3021,132,419,33,4.0,11,6.0,6,6,1.0,83,,,,,,,2
3022,132,369,93,12.0,14,7.0,7,7,0.0,83,,,,,,,2
3023,132,229,92,7.0,3,8.0,8,8,0.0,81,,,,,,,28
3024,132,420,94,18.0,16,9.0,9,9,0.0,81,,,,,,,28
3025,132,409,1,20.0,17,10.0,10,10,0.0,79,,,,,,,5
3026,132,354,79,15.0,13,11.0,11,11,0.0,77,,,,,,,20
3027,132,414,93,16.0,15,12.0,12,12,0.0,75,,,,,,,21
3028,132,391,97,25.0,20,13.0,13,13,0.0,73,,,,,,,23
3029,132,410,94,19.0,19,14.0,14,14,0.0,71,,,,,,,56
3030,132,350,6,2.0,6,15.0,15,15,0.0,66,,,,,,,41
3031,132,396,92,14.0,12,,N,16,0.0,50,,,,,,,7
3032,132,251,92,11.0,7,,R,17,0.0,42,,,,,,,11
3033,132,417,56,10.0,10,,R,18,0.0,39,,,,,,,59
3034,132,384,56,17.0,18,,R,19,0.0,20,,,,,,,49
3035,132,304,92,8.0,9,,R,20,0.0,11,,,,,,,41
3036,132,407,98,28.0,0,,F,21,0.0,0,,,,,,,60
3037,132,383,71,23.0,0,,F,22,0.0,0,,,,,,,60
3038,132,387,99,21.0,0,,F,23,0.0,0,,,,,,,60
3039,132,408,91,27.0,0,,F,24,0.0,0,,,,,,,60
3040,132,386,71,22.0,0,,F,25,0.0,0,,,,,,,60
3041,132,421,71,24.0,0,,F,26,0.0,0,,,,,,,84
3042,132,422,97,29.0,0,,F,27,0.0,0,,,,,,,84
3043,132,423,91,32.0,0,,F,28,0.0,0,,,,,,,84
3044,132,424,100,26.0,0,,W,29,0.0,0,,,,,,,39
3045,132,425,57,31.0,0,,W,30,0.0,0,,,,,,,39
3046,133,271,33,3.0,1,1.0,1,1,9.0,100,2:37:39.6,9459600.0,,,,,1
3047,133,350,6,17.0,4,2.0,2,2,6.0,100,+1:04.0,9523600.0,,,,,1
3048,133,419,33,4.0,3,3.0,3,3,4.0,100,+1:41.9,9561500.0,,,,,1
3049,133,330,6,18.0,5,4.0,4,4,3.0,99,,,,,,,8
3050,133,288,56,7.0,7,5.0,5,5,2.0,98,,,,,,,2
3051,133,369,93,14.0,10,6.0,6,6,1.0,98,,,,,,,2
3052,133,251,92,12.0,13,7.0,7,7,0.0,97,,,,,,,3
3053,133,426,92,2.0,8,8.0,8,8,0.0,92,,,,,,,20
3054,133,396,92,9.0,9,9.0,9,9,0.0,85,,,,,,,25
3055,133,420,71,10.0,14,10.0,10,10,0.0,79,,,,,,,17
3056,133,229,92,1.0,2,,R,11,0.0,43,,,,,,,9
3057,133,415,79,15.0,6,,R,12,0.0,43,,,,,,,48
3058,133,416,95,19.0,15,,R,13,0.0,33,,,,,,,13
3059,133,414,93,11.0,11,,R,14,0.0,29,,,,,,,9
3060,133,395,79,16.0,12,,R,15,0.0,12,,,,,,,13
3061,133,329,95,20.0,17,,R,16,0.0,0,,,,,,,49
3062,133,417,56,8.0,0,,F,17,0.0,0,,,,,,,60
3063,134,339,71,17.0,2,1.0,1,1,9.0,32,2:23:34.8,8614800.0,,,,,1
3064,134,419,33,8.0,3,2.0,2,2,6.0,32,+44.8,8659600.0,,,,,1
3065,134,288,56,4.0,9,3.0,3,3,4.0,31,,,,,,,15
3066,134,229,92,14.0,10,4.0,4,4,3.0,31,,,,,,,15
3067,134,271,33,7.0,1,5.0,5,5,2.0,31,,,,,,,15
3068,134,329,95,10.0,4,6.0,6,6,1.0,31,,,,,,,15
3069,134,399,71,18.0,12,7.0,7,7,0.0,31,,,,,,,15
3070,134,369,93,21.0,8,8.0,8,8,0.0,31,,,,,,,15
3071,134,350,6,2.0,15,9.0,9,9,0.0,30,,,,,,,2
3072,134,304,92,15.0,5,10.0,10,10,0.0,30,,,,,,,2
3073,134,417,56,5.0,14,11.0,11,11,0.0,29,,,,,,,3
3074,134,295,33,27.0,17,12.0,12,12,0.0,29,,,,,,,3
3075,134,302,79,22.0,16,13.0,13,13,0.0,27,,,,,,,4
3076,134,415,79,23.0,13,14.0,14,14,0.0,26,,,,,,,17
3077,134,255,33,29.0,20,,R,15,0.0,12,,,,,,,34
3078,134,251,92,20.0,7,,R,16,0.0,9,,,,,,,41
3079,134,416,95,11.0,11,,R,17,0.0,9,,,,,,,13
3080,134,330,6,1.0,6,,R,18,0.0,5,,,,,,,9
3081,134,414,93,26.0,19,,R,19,0.0,3,,,,,,,41
3082,135,339,71,6.0,1,1.0,1,1,9.0,40,2:41:38.4,9698400.0,,,,,1
3083,135,419,33,12.0,2,2.0,2,2,6.0,40,+26.3,9724700.0,,,,,1
3084,135,330,6,2.0,4,3.0,3,3,4.0,40,+2:33.5,9851900.0,,,,,1
3085,135,426,92,16.0,6,4.0,4,4,3.0,40,+2:53.1,9871500.0,,,,,1
3086,135,271,33,10.0,13,5.0,5,5,2.0,39,,,,,,,15
3087,135,369,93,36.0,14,6.0,6,6,1.0,39,,,,,,,15
3088,135,399,71,8.0,10,7.0,7,7,0.0,39,,,,,,,15
3089,135,350,6,4.0,3,8.0,8,8,0.0,36,,,,,,,17
3090,135,396,92,30.0,15,9.0,9,9,0.0,34,,,,,,,42
3091,135,288,56,18.0,9,,R,10,0.0,23,,,,,,,30
3092,135,251,92,34.0,11,,R,11,0.0,21,,,,,,,85
3093,135,392,79,24.0,8,,R,12,0.0,20,,,,,,,42
3094,135,302,79,22.0,17,,R,13,0.0,18,,,,,,,13
3095,135,304,92,14.0,5,,R,14,0.0,16,,,,,,,9
3096,135,329,95,26.0,7,,R,15,0.0,9,,,,,,,41
3097,135,416,95,28.0,16,,R,16,0.0,4,,,,,,,41
3098,135,417,56,20.0,12,,R,17,0.0,3,,,,,,,17
